,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
174,6,3,2,1985,1.356,2344,34,0.7,0.496,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
175,5,1,1,2174,0.426,1616,50,0.515,0.063,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
176,3,3,2,827,0.511,1390,24,0.263,0.267,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
177,4,1,4,0,0.503,2014,53,0.472,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
178,5,3,4,0,0.845,2305,60,0.714,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
179,5,3,3,2415,0.933,4619,59,0.372,0.222,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
180,2,2,2,0,0.695,3901,54,0.421,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
181,5,3,3,0,0.686,2622,70,0.628,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
182,2,2,1,0,0.801,2870,36,0.5,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
183,4,3,2,1550,0.538,1935,52,0.368,0.216,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
184,5,3,3,1996,0.591,1314,40,0.429,0.394,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
185,4,1,3,0,0.771,1955,47,0.808,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
186,5,2,3,0,0.483,1237,32,0.6,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
187,1,2,3,1590,0.847,7946,85,0.667,0.237,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
188,5,2,3,0,0.729,2725,41,0.577,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
189,5,1,3,795,0.707,1258,23,1.3,0.152,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
190,5,2,4,745,0.607,2058,56,0.806,0.029,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
191,6,3,3,2386,0.564,1981,42,1.0,0.421,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
192,3,1,2,0,0.655,3541,87,0.851,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
193,6,2,4,1276,0.636,1764,38,0.9,0.231,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
194,3,2,2,1314,1.487,1644,28,0.647,0.055,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
195,2,1,1,2130,0.654,7399,91,0.717,0.077,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
196,5,2,4,799,0.459,1424,37,0.028,0.246,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
197,1,3,2,1723,0.429,7572,56,0.697,0.05,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
198,2,3,3,0,0.726,2320,42,0.448,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
199,6,3,3,0,0.683,2479,43,0.536,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
200,3,3,3,2332,0.293,1738,32,0.455,0.943,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
201,5,1,3,1777,0.667,1775,55,1.037,0.366,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
202,2,1,3,2517,0.951,8102,66,0.886,0.593,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
203,1,2,1,2088,0.627,6453,89,0.589,0.06,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
204,2,2,3,2201,0.832,7693,70,0.628,0.354,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
205,5,3,1,2417,0.644,4412,67,0.861,0.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
206,2,3,1,808,0.997,705,19,0.9,0.562,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
207,4,1,2,1434,0.644,1503,34,0.478,0.146,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
208,6,2,4,1387,0.406,1468,32,0.231,0.765,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
209,4,1,2,960,0.709,1847,59,0.405,0.155,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
210,3,2,3,1449,0.703,1870,56,0.647,0.115,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
211,3,2,3,802,0.899,1823,27,0.8,0.023,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
212,1,2,4,0,0.504,2077,46,0.643,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
213,6,6,4,794,0.717,1836,46,0.586,0.043,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
214,2,3,1,2517,0.766,1913,35,0.667,0.685,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
215,2,4,4,2297,0.416,1461,43,0.536,0.067,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
216,3,3,4,1201,0.372,1662,39,0.625,0.431,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
217,5,3,3,1251,0.944,1316,28,1.154,0.211,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
218,3,2,3,0,0.583,1572,57,0.357,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
219,4,3,4,1713,0.657,1952,50,0.667,0.511,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
220,5,2,4,737,0.806,2856,39,0.5,0.512,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
221,3,1,3,2081,0.909,1581,44,0.833,0.146,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
222,5,2,4,1564,0.386,1188,40,0.6,0.604,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
223,3,3,2,0,0.897,2314,59,1.034,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
224,1,3,3,2517,0.903,9274,65,0.857,0.505,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
225,4,2,2,1293,0.349,2077,61,0.694,0.702,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
226,1,3,2,526,0.829,2520,38,0.583,0.32,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
227,4,3,2,0,1.494,2327,65,0.806,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
228,5,3,2,1728,0.652,1650,53,0.606,0.719,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
229,2,4,1,1448,0.895,8160,92,0.586,0.099,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
230,2,3,3,500,0.784695547743799,2451,44,0.4087358211256096,0.30424730586446186,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
231,4,3,2,0,0.593,1843,28,0.647,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
232,3,1,3,1836,0.766,1164,43,0.593,0.339,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
233,1,3,2,1706,0.359,2142,57,0.676,0.324,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
234,1,3,1,2517,0.632,2414,28,0.273,0.243,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
235,3,3,2,2517,0.982,4508,69,0.643,0.513,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
236,4,3,3,0,0.886,8586,58,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
237,3,3,4,0,0.517,2020,33,0.375,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
238,1,3,3,0,0.782,2643,50,0.515,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
239,1,2,2,0,0.564,2205,43,0.654,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
240,6,3,3,0,0.782,2170,41,0.464,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
241,4,3,3,1521,0.874,2878,45,0.452,0.914,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
242,2,4,3,2517,0.31,1874,40,0.739,0.977,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
243,1,2,3,1693,0.683,7508,93,0.576,0.221,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
244,3,2,1,2332,0.58,2634,51,0.378,0.342,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
245,4,3,4,886,0.24,1674,42,0.312,0.616,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
246,5,3,1,2095,1.281,2739,56,0.75,0.664,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
247,2,2,1,1684,0.675,8608,100,0.515,0.459,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
248,6,3,3,763,0.712,1390,44,0.76,0.055,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
249,2,5,4,859,1.003,8918,87,0.977,0.177,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
250,3,3,0,701,0.819,4124,87,0.891,0.086,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
251,1,3,1,1228,0.747,7854,89,0.648,0.036,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
252,3,3,1,0,0.684,1179,27,0.688,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
253,4,1,2,1752,0.923,2050,46,0.917,0.235,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
254,6,3,3,0,0.857,1788,46,0.586,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
255,2,2,6,1817,1.029,5070,50,0.389,0.246,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
256,1,3,1,458,0.613,1863,42,0.312,0.318,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
257,2,3,2,0,0.796,8202,69,0.769,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
258,5,1,4,1766,1.186,3045,56,0.697,0.257,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
259,6,1,1,2193,0.419,1426,38,0.462,0.126,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
260,4,1,2,0,0.736,1741,43,0.654,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
261,3,1,0,1501,0.51,1543,34,0.545,0.165,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
262,6,2,4,1459,1.24,2903,57,0.9,0.307,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
263,4,3,4,772,1.451,2250,40,0.905,0.537,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
264,6,2,1,862,0.65,1391,40,0.212,0.599,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
265,3,3,2,0,0.698,647,19,0.462,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
266,5,2,4,1829,0.673,1770,46,1.0,0.33,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
267,5,1,2,972,1.707,1348,27,1.7,0.23,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
268,6,3,4,0,0.804,2351,42,0.312,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
269,5,2,0,1176,1.184,1564,41,0.708,0.315,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
270,6,1,4,0,1.251,3444,80,0.702,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
271,2,3,4,0,1.009,9088,64,0.684,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
272,6,5,3,2114,0.508,1039,24,0.263,0.607,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
273,4,2,4,0,0.793,4496,83,0.66,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
274,5,3,2,2217,0.799,2011,41,0.783,0.716,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
275,3,1,0,2142,1.014,8328,78,0.733,0.39,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
276,5,6,3,0,0.678,1765,40,0.6,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
277,2,3,2,2517,0.957,2899,51,0.821,0.619,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
278,2,3,3,895,1.0340867130896707,2905,51,0.6556674259800447,0.3570867130896709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
279,2,2,1,1855,0.7,8087,95,0.792,0.572,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
280,4,5,3,2099,0.449,1756,35,0.25,0.061,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
281,6,2,0,1328,0.69,2629,61,0.649,0.763,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
282,3,2,3,0,0.67,2271,31,0.722,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
283,2,3,0,1740,1.727,1516,21,2.0,0.092,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
284,4,2,0,0,1.075,1971,56,0.6,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
285,1,3,3,2517,0.434,2051,41,1.05,0.073,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
286,4,3,4,0,0.84,2546,42,0.4,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
287,6,3,2,0,0.844,1099,27,0.588,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
288,2,3,1,1709,0.967,15738,111,0.82,0.198,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
289,4,2,2,613,0.868,2326,31,0.55,0.369,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
290,4,1,3,1835,2.368,1546,25,1.273,0.165,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
291,4,2,1,1003,0.629,4247,84,0.714,0.697,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
292,6,2,2,1558,0.511,1716,38,0.462,0.637,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
293,3,3,3,1593,0.671,2689,49,0.324,0.692,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
294,5,3,4,1884,0.791,1734,39,0.625,0.282,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
295,5,1,2,2281,0.518,1296,31,0.348,0.669,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
296,3,2,2,0,1.222,3847,63,0.658,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
297,4,3,3,274,0.998,4885,54,0.35,0.04,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
298,3,2,2,0,0.731,1276,21,1.333,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
299,2,3,2,2517,1.087,8352,71,0.821,0.234,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
300,6,3,4,1417,0.966,4303,77,0.638,0.041,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
301,3,3,3,2517,0.8961205754328443,8981,78,0.7892973144219593,0.48396882510175104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302,3,5,3,655,1.084,2611,51,0.545,0.16,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
303,4,3,3,0,0.992,1731,29,0.611,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
304,3,1,3,306,1.035,694,15,0.364,0.213,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
305,6,4,3,2517,0.717,1142,33,0.32,0.147,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
306,6,1,3,0,0.884,3048,54,0.688,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
307,6,3,2,1504,0.775,2808,72,0.6,0.268,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
308,6,3,3,0,0.553,2287,42,0.5,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
309,5,1,4,1557,1.248,2250,39,0.857,0.381,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
310,3,2,2,1881,1.111,2909,58,1.522,0.613,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
311,1,0,4,1962,0.686,936,25,0.25,0.15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
312,5,3,4,2289,0.685,1683,50,0.471,0.186,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
313,4,2,3,0,0.571,2244,54,0.929,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
314,3,2,3,0,0.835,1088,22,1.444,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
315,6,2,2,1257,0.416,1681,32,0.524,0.405,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
316,6,4,3,0,0.912,3057,54,0.688,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
317,2,3,3,0,0.4,6205,65,0.806,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
318,4,3,3,1292,0.772,1517,33,1.357,0.684,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
319,2,3,3,1273,0.4512034057069192,2135,38,0.3815255067746543,0.4396943510310253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
320,2,3,0,583,0.888,1259,24,1.0,0.405,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
321,1,1,2,1473,1.023,8667,70,0.892,0.358,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
322,5,3,5,1422,1.357,2748,58,0.933,0.077,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
323,5,1,4,1901,0.289,1018,32,0.391,0.492,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
324,2,2,1,1421,0.819,8063,72,0.714,0.557,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
325,2,4,1,783,0.749,1871,32,0.684,0.056,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
326,4,2,3,154,0.602,1987,46,0.586,0.004,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
327,5,2,3,0,0.9642415076648536,3023,47,0.5765542974318302,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
328,5,2,4,791,1.787,2742,42,2.0,0.098,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
329,1,2,3,0,0.713,2312,35,0.25,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
330,5,2,4,891,0.926,2687,64,0.778,0.026,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
331,2,2,3,1858,0.645,7222,93,0.5,0.154,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
332,3,2,4,0,0.544,1867,34,0.478,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
333,6,4,2,1253,0.508,1887,60,0.538,0.758,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
334,5,2,4,2080,0.738,2042,40,0.481,0.412,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
335,4,3,1,0,0.791,2536,45,0.364,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
336,5,2,4,1609,0.893,2141,56,0.806,0.596,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
337,2,3,4,0,0.537,2077,44,0.419,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
338,2,5,3,0,0.16495883294848665,1701,36,0.12651341357001938,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
339,5,3,2,0,0.579,2882,68,0.619,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
340,6,2,4,0,0.776,7463,70,0.707,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
341,3,3,2,1823,0.617,1166,22,1.444,0.795,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
342,3,3,3,1870,0.714,4301,71,0.651,0.199,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
343,1,2,2,1573,0.878,8332,102,0.569,0.072,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
344,1,2,2,226,0.7781245125634488,7844,64,0.7320162740962997,0.05624389721388761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
345,6,2,2,2092,0.604,2565,69,0.865,0.494,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
346,6,2,3,0,0.687,4503,80,0.667,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
347,3,2,3,1763,1.266,1550,41,1.05,0.051,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
348,6,2,3,2288,0.973,2445,60,0.765,0.196,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
349,4,1,3,479,0.553,1786,37,0.37,0.333,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
350,5,2,2,679,0.859,1117,29,1.071,0.472,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
351,2,1,2,0,0.625,7821,97,0.672,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
352,1,3,2,0,0.964,4864,48,0.548,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
