train_idx,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
271,F,Graduate,Single,$40K - $60K,Blue,2,4,3,0,0.493,1542,45,0.607,0.0,0
272,M,Uneducated,Married,$40K - $60K,Blue,3,2,1,2248,1.791,1387,18,0.8,0.39,1
273,F,Uneducated,Single,Less than $40K,Blue,5,3,4,0,0.935,2208,56,0.806,0.0,1
274,F,Unknown,Married,Less than $40K,Blue,6,6,2,2517,0.871,1869,47,0.567,0.881,1
275,M,Unknown,Married,$60K - $80K,Blue,3,2,3,1761,0.489,1309,40,0.6,0.264,1
276,F,Post-Graduate,Single,Less than $40K,Blue,5,1,3,1701,1.492,3127,45,1.25,0.666,1
277,F,Graduate,Married,Unknown,Blue,4,3,2,2351,0.807,4342,73,1.147,0.919,1
278,F,College,Married,Less than $40K,Blue,6,3,2,0,0.651,4257,89,0.648,0.0,1
279,F,High School,Married,Unknown,Blue,4,2,2,1528,1.142,2033,38,0.727,0.135,1
280,F,Graduate,Married,Less than $40K,Blue,6,1,1,1074,0.78,3857,70,0.75,0.634,1
281,M,Graduate,Married,$120K +,Silver,4,2,3,1444,0.568,16392,116,0.657,0.042,1
282,F,Graduate,Single,Less than $40K,Blue,5,3,3,1955,0.969,2617,54,0.8,0.342,1
283,M,Graduate,Married,$80K - $120K,Blue,1,1,2,2129,0.769,7930,91,0.542,0.071,1
284,F,Unknown,Married,Less than $40K,Blue,3,2,4,0,0.548,1670,33,0.65,0.0,1
285,M,High School,Married,$40K - $60K,Blue,5,3,2,1197,0.672,3228,82,0.708,0.364,1
286,M,Doctorate,Divorced,$60K - $80K,Blue,4,2,3,1727,0.693,1612,39,1.438,0.075,1
287,F,Graduate,Single,Less than $40K,Blue,3,2,1,2082,0.787,3672,59,0.553,0.731,1
288,M,High School,Single,$80K - $120K,Silver,6,4,3,2517,0.791,2901,75,0.923,0.073,1
289,M,Graduate,Unknown,$60K - $80K,Blue,4,1,2,1584,0.874,3438,66,0.784,0.639,1
290,F,High School,Single,$40K - $60K,Blue,5,3,2,2057,0.821,4240,73,0.587,0.249,1
291,F,Graduate,Unknown,Less than $40K,Blue,5,2,4,2517,0.646,2367,41,0.519,0.809,0
292,M,Unknown,Married,$80K - $120K,Silver,2,2,3,1964,0.624,2234,49,0.361,0.057,0
293,M,High School,Married,$120K +,Blue,4,3,3,1792,0.804,4609,80,0.951,0.181,1
294,F,Unknown,Married,$40K - $60K,Blue,2,3,2,2302,0.876,4714,81,0.8,0.845,1
295,F,Doctorate,Married,Less than $40K,Blue,4,3,4,772,1.451,2250,40,0.905,0.537,1
296,F,High School,Married,$40K - $60K,Blue,6,3,2,1549,0.752,4747,91,0.936,0.618,1
297,F,Unknown,Single,Unknown,Blue,1,3,2,860,0.708,5298,72,0.714,0.149,1
298,M,Doctorate,Married,$80K - $120K,Blue,3,2,3,1540,0.547,1306,32,0.28,0.148,1
299,F,Unknown,Single,Less than $40K,Blue,2,3,2,1566,0.811,5011,61,0.743,0.634,1
300,F,Graduate,Single,Less than $40K,Silver,3,3,2,913,0.568,3906,78,0.592,0.091,1
301,F,Graduate,Single,$40K - $60K,Blue,4,2,3,582,0.817,4510,59,0.903,0.102,1
302,M,Uneducated,Divorced,$120K +,Blue,4,1,0,0,0.486,3781,66,0.61,0.0,1
303,F,College,Married,Unknown,Blue,5,3,1,642,0.553,3939,60,0.875,0.062,1
304,F,College,Married,$40K - $60K,Blue,4,4,2,1411,0.66,1911,47,0.958,0.925,1
305,F,College,Single,$40K - $60K,Blue,6,3,1,0,0.777,5035,76,0.767,0.0,1
306,F,Graduate,Unknown,Less than $40K,Blue,2,2,3,1172,0.706,14414,98,0.815,0.26,1
307,F,Uneducated,Married,Less than $40K,Blue,4,2,2,0,0.855,1783,40,0.667,0.0,1
308,F,Uneducated,Divorced,Less than $40K,Blue,3,2,1,2517,0.779,16027,112,0.723,0.613,1
309,F,Graduate,Single,Less than $40K,Blue,3,1,3,2320,0.544,1558,46,0.643,0.391,1
310,M,Graduate,Single,$80K - $120K,Blue,6,3,1,1485,0.872,4275,77,0.833,0.184,1
311,F,College,Married,Less than $40K,Blue,4,3,2,786,0.609,4094,64,0.561,0.546,1
312,M,Graduate,Married,$80K - $120K,Blue,3,1,4,0,0.789,4347,69,0.683,0.0,1
313,M,High School,Married,Less than $40K,Blue,4,3,2,1361,0.46,1280,34,1.0,0.636,1
314,M,Post-Graduate,Married,$80K - $120K,Blue,6,2,4,2517,0.818,1887,32,0.882,0.118,1
315,M,Uneducated,Married,$60K - $80K,Blue,5,2,3,1201,0.778,1842,50,0.852,0.14,1
316,F,Graduate,Married,Less than $40K,Blue,6,3,3,1579,0.836,4833,82,0.673,0.356,1
317,F,Doctorate,Married,Unknown,Blue,3,3,1,1410,0.835,4374,75,0.974,0.566,1
318,M,Doctorate,Single,$60K - $80K,Blue,6,3,0,1018,0.645,4301,86,0.72,0.598,1
319,F,Unknown,Married,Unknown,Blue,3,2,2,0,0.708,4660,85,0.735,0.0,1
320,F,College,Married,Less than $40K,Blue,3,2,3,0,0.657,2297,44,0.63,0.0,0
321,F,High School,Single,Less than $40K,Blue,6,4,2,1944,0.628,4491,65,0.667,0.728,1
322,M,Graduate,Single,$60K - $80K,Blue,3,2,1,2296,0.773,4656,88,0.796,0.444,1
323,M,Graduate,Divorced,$80K - $120K,Silver,1,3,3,1984,0.757,14969,96,0.811,0.057,1
324,M,College,Married,$80K - $120K,Blue,6,1,5,1935,0.435,1599,38,0.652,0.159,1
325,M,Post-Graduate,Divorced,$60K - $80K,Blue,6,3,3,2432,0.905,4453,75,0.923,0.884,1
326,M,High School,Married,$60K - $80K,Blue,5,3,3,1898,1.103,3014,58,0.706,0.305,1
327,F,Graduate,Married,Less than $40K,Blue,4,2,3,0,0.824,4588,68,0.7,0.0,1
328,F,High School,Married,Less than $40K,Blue,3,2,4,872,0.772,2252,51,0.645,0.561,0
329,F,Graduate,Married,Unknown,Blue,5,4,2,2118,1.036,4442,64,0.829,0.763,1
330,M,Graduate,Single,$40K - $60K,Blue,4,1,4,0,0.716,3524,69,0.605,0.0,1
331,M,Uneducated,Married,$40K - $60K,Blue,5,2,2,0,0.956,3680,80,0.951,0.0,1
332,M,Doctorate,Single,$40K - $60K,Blue,2,6,3,1588,0.669,4436,83,0.804,0.32,1
333,F,Graduate,Single,Less than $40K,Blue,5,2,3,1945,0.703,2497,74,0.609,0.23,1
334,M,Uneducated,Single,$80K - $120K,Blue,3,2,3,0,1.621,1444,28,1.333,0.0,1
335,M,Doctorate,Single,$80K - $120K,Blue,3,2,2,2517,0.624,2653,46,0.586,0.867,0
336,F,Graduate,Married,Less than $40K,Blue,3,1,2,1747,0.691,1346,30,1.308,0.722,1
337,F,High School,Single,Unknown,Blue,3,2,2,2517,0.877,2828,46,0.484,0.423,0
338,F,Doctorate,Single,Less than $40K,Blue,4,1,0,0,0.631,4731,82,0.822,0.0,1
339,M,Unknown,Single,$80K - $120K,Blue,3,1,2,0,0.651,3739,53,0.963,0.0,1
340,M,Graduate,Divorced,$60K - $80K,Blue,6,3,2,0,0.766,4073,79,0.881,0.0,1
341,M,High School,Single,$60K - $80K,Blue,3,6,6,471,0.85,2864,51,0.759,0.019,0
342,F,College,Single,Less than $40K,Blue,5,2,3,0,0.776,4240,60,0.622,0.0,1
343,F,Uneducated,Married,Unknown,Blue,3,3,1,1303,0.645,5101,76,0.617,0.572,1
344,F,Unknown,Single,Less than $40K,Blue,3,1,1,2093,0.522,4132,70,0.667,0.702,1
345,M,Doctorate,Single,$40K - $60K,Blue,3,2,0,0,0.532,3203,64,0.829,0.0,1
346,F,College,Single,Unknown,Blue,2,2,2,1959,0.622,4220,66,0.61,0.614,1
347,F,College,Married,Less than $40K,Blue,2,1,2,1542,0.71,4887,76,0.617,0.746,1
348,M,Doctorate,Single,$60K - $80K,Blue,3,3,3,1369,0.585,1829,42,0.312,0.121,0
349,M,College,Single,$80K - $120K,Blue,3,3,2,0,0.399,1585,32,0.455,0.0,0
350,M,High School,Married,$60K - $80K,Blue,6,2,1,0,0.781,4162,87,0.812,0.0,1
351,F,Uneducated,Unknown,Less than $40K,Silver,5,2,2,1965,0.695,1795,37,0.48,0.15,1
352,M,Graduate,Married,$60K - $80K,Blue,4,2,4,0,1.454,2675,47,1.136,0.0,1
353,M,Doctorate,Single,$120K +,Blue,4,2,3,0,0.903,2718,44,0.63,0.0,0
354,F,Graduate,Single,$40K - $60K,Blue,5,2,2,989,1.222,4451,70,0.429,0.163,1
355,M,High School,Single,$60K - $80K,Blue,2,3,3,1532,0.867,15763,97,0.83,0.254,1
356,F,Unknown,Married,Less than $40K,Blue,6,2,4,896,0.724,2613,41,0.708,0.484,0
357,M,Graduate,Single,$60K - $80K,Blue,6,4,3,0,0.757,1279,41,0.708,0.0,1
358,F,Graduate,Unknown,Less than $40K,Blue,3,3,3,0,0.806,2528,41,0.64,0.0,0
359,F,High School,Married,Less than $40K,Blue,5,2,2,0,0.802,3878,63,0.703,0.0,1
360,F,Graduate,Single,Less than $40K,Blue,1,3,3,831,0.707,9065,85,0.735,0.126,1
361,F,Unknown,Single,Less than $40K,Blue,3,3,2,1996,0.795,14881,109,0.703,0.555,1
362,F,Graduate,Married,Unknown,Blue,4,1,4,2087,0.754,4068,66,0.61,0.263,1
363,M,High School,Married,$80K - $120K,Blue,4,1,3,1553,0.747,1916,40,0.538,0.101,1
364,M,Post-Graduate,Married,$40K - $60K,Platinum,2,3,4,593,0.987,4758,65,0.512,0.025,0
365,F,High School,Unknown,Unknown,Blue,1,3,1,1049,0.89,5758,87,0.706,0.375,1
366,M,Post-Graduate,Single,$80K - $120K,Blue,4,2,1,1494,0.861,4235,73,0.825,0.513,1
367,M,Post-Graduate,Married,$80K - $120K,Blue,5,2,2,2126,0.611,1651,43,0.344,0.31,1
368,M,High School,Single,$60K - $80K,Blue,3,4,3,0,0.651,2054,55,0.774,0.0,0
369,F,Doctorate,Married,Unknown,Blue,3,3,6,0,0.726,2631,41,0.64,0.0,0
370,M,High School,Single,$60K - $80K,Blue,6,2,2,1211,0.809,3447,74,0.85,0.234,1
371,F,Graduate,Single,Less than $40K,Blue,5,2,2,0,0.785,4797,88,0.913,0.0,1
372,F,Doctorate,Single,Less than $40K,Blue,5,1,1,0,1.126,4006,72,0.946,0.0,1
373,F,Uneducated,Married,Less than $40K,Blue,6,3,3,0,0.645,2866,47,0.469,0.0,0
374,F,Unknown,Unknown,Unknown,Blue,3,3,3,1319,0.655,3996,71,0.543,0.106,1
375,F,Unknown,Single,Less than $40K,Blue,3,3,2,1023,0.708,4233,81,0.884,0.542,1
376,F,Uneducated,Married,Less than $40K,Blue,5,3,3,2517,0.6,2510,47,0.621,0.721,0
377,M,Graduate,Married,$80K - $120K,Blue,6,3,2,1721,0.592,4498,85,0.635,0.067,1
378,F,Post-Graduate,Divorced,Less than $40K,Blue,4,3,3,2517,0.651,2639,53,0.71,0.708,0
379,M,Graduate,Married,$60K - $80K,Blue,4,1,1,913,1.059,1750,35,1.333,0.36,1
380,M,College,Single,Less than $40K,Blue,4,1,3,479,0.553,1786,37,0.37,0.333,1
381,F,High School,Single,$40K - $60K,Blue,4,1,2,0,0.763,4596,78,0.5,0.0,1
382,M,Graduate,Unknown,$80K - $120K,Blue,5,3,2,1228,0.722,5041,74,0.805,0.042,1
383,M,Graduate,Single,$60K - $80K,Blue,2,3,2,0,0.512,1424,38,0.583,0.0,0
384,F,Uneducated,Single,Less than $40K,Blue,6,1,4,0,0.827,4488,84,0.826,0.0,1
385,F,College,Single,Less than $40K,Blue,4,2,3,0,0.311,5843,60,0.176,0.0,0
386,F,Post-Graduate,Single,Less than $40K,Blue,4,3,2,797,0.87,4673,69,0.568,0.554,1
387,M,Uneducated,Married,$120K +,Blue,5,1,5,753,0.591,1540,30,0.429,0.145,1
388,M,Post-Graduate,Married,$40K - $60K,Blue,6,1,2,1074,0.774,4020,84,0.68,0.368,1
389,F,Graduate,Married,$40K - $60K,Blue,3,1,2,2220,1.595,2901,59,1.36,0.822,1
390,F,High School,Divorced,Unknown,Blue,5,2,4,874,0.775,5007,91,0.655,0.09,1
391,F,Graduate,Single,Less than $40K,Blue,2,2,3,0,0.672,799,17,0.214,0.0,0
392,F,Uneducated,Married,Less than $40K,Blue,3,3,3,1624,0.627,1287,37,0.48,0.735,1
393,F,Doctorate,Divorced,$40K - $60K,Blue,4,3,2,1047,0.633,1969,38,0.52,0.287,0
394,F,High School,Married,Less than $40K,Blue,5,2,2,0,0.611,4138,85,0.771,0.0,1
395,F,High School,Married,Less than $40K,Blue,5,3,3,0,0.681,5064,74,0.85,0.0,1
396,F,Unknown,Divorced,Less than $40K,Blue,3,3,3,1307,0.769,4750,72,0.756,0.744,1
397,M,High School,Married,$120K +,Blue,3,3,3,0,0.98,701,19,0.727,0.0,0
398,F,Graduate,Married,Less than $40K,Blue,6,3,1,1268,0.731,4275,61,0.649,0.647,1
399,F,Graduate,Married,$40K - $60K,Blue,5,4,4,1622,0.425,1569,33,0.269,0.353,1
400,F,Graduate,Unknown,Less than $40K,Blue,5,2,2,2480,0.686,2396,49,0.531,0.919,0
401,F,High School,Married,Less than $40K,Blue,3,2,2,0,0.641,4375,69,0.605,0.0,1
402,M,College,Married,$60K - $80K,Blue,4,1,2,1687,1.242,1428,22,1.444,0.214,1
403,F,High School,Divorced,$40K - $60K,Blue,4,1,2,774,0.965,1505,33,0.737,0.403,1
404,F,Uneducated,Divorced,Unknown,Blue,6,3,1,1682,0.888,4900,81,0.8,0.324,1
405,M,Graduate,Single,$80K - $120K,Blue,4,1,2,1266,0.615,3226,53,0.71,0.156,1
406,M,Uneducated,Married,$80K - $120K,Blue,1,3,3,0,0.659,748,20,0.429,0.0,0
407,M,Post-Graduate,Divorced,$60K - $80K,Blue,5,3,2,2517,0.919,15313,91,0.784,0.743,1
408,M,Graduate,Divorced,$60K - $80K,Blue,1,3,3,2517,0.74,8080,92,0.704,0.412,1
409,M,Uneducated,Single,$60K - $80K,Blue,6,1,3,0,0.884,3048,54,0.688,0.0,1
410,M,Graduate,Married,$120K +,Blue,3,0,4,2517,1.015,1088,26,1.167,0.221,0
411,M,Graduate,Single,$80K - $120K,Blue,6,2,3,0,0.687,4503,80,0.667,0.0,1
412,M,Doctorate,Married,$40K - $60K,Blue,2,2,2,1545,0.775,3911,80,0.778,0.807,1
413,F,Graduate,Single,Less than $40K,Blue,2,2,2,1127,0.705,4833,71,0.69,0.583,1
414,F,High School,Married,Less than $40K,Blue,5,3,3,0,0.718,2182,40,0.429,0.0,0
415,F,Graduate,Single,Less than $40K,Blue,5,3,5,1030,0.609,1985,38,0.407,0.716,0
416,F,Graduate,Single,Less than $40K,Blue,5,3,4,1556,0.652,14470,103,0.746,0.47,1
417,F,Graduate,Single,$40K - $60K,Blue,6,3,3,673,0.595,2167,48,0.412,0.468,1
418,M,College,Single,Unknown,Blue,3,3,3,2517,0.813,2567,70,0.795,0.117,1
419,M,Graduate,Unknown,$40K - $60K,Blue,6,1,2,1956,0.963,1881,51,0.417,0.23,1
420,M,Graduate,Unknown,$60K - $80K,Blue,5,2,3,0,0.723,1742,41,0.323,0.0,1
421,M,Graduate,Married,$80K - $120K,Blue,5,3,4,1278,1.31,2493,44,0.913,0.112,1
422,M,Unknown,Married,$80K - $120K,Blue,6,2,3,1999,0.832,1687,35,0.591,0.69,1
423,F,Unknown,Single,Less than $40K,Blue,3,1,4,1198,0.76,4272,76,0.81,0.727,1
424,M,Graduate,Married,$80K - $120K,Blue,3,2,2,850,0.481,2001,34,0.889,0.088,1
425,F,High School,Married,Less than $40K,Blue,2,3,2,1198,0.507,5092,95,0.759,0.556,1
426,M,College,Divorced,$40K - $60K,Blue,5,1,1,1858,0.783,4129,72,0.636,0.334,1
427,F,Post-Graduate,Single,$40K - $60K,Blue,4,1,2,0,0.857,4181,63,1.032,0.0,1
428,F,Uneducated,Single,Less than $40K,Blue,4,3,4,955,0.855,2568,62,0.59,0.203,1
429,M,Uneducated,Married,$80K - $120K,Blue,3,3,1,2129,0.956,2197,45,0.957,0.186,1
430,M,Post-Graduate,Married,$40K - $60K,Silver,6,3,3,2236,1.004,3293,66,0.833,0.136,1
431,F,High School,Married,Less than $40K,Blue,1,1,0,1085,0.696,7697,98,0.508,0.129,1
432,F,Doctorate,Married,Less than $40K,Blue,2,2,3,916,0.927,842,24,0.5,0.138,0
433,F,College,Divorced,Unknown,Blue,4,3,2,2042,0.752,4624,75,0.705,0.626,1
434,F,Graduate,Unknown,Unknown,Blue,3,3,4,1701,0.628,4056,71,0.578,0.84,1
435,M,High School,Married,$120K +,Blue,3,1,2,939,0.826,15552,107,0.754,0.027,1
436,M,High School,Married,$60K - $80K,Blue,5,6,3,2517,0.583,1458,39,0.696,0.879,1
437,F,Graduate,Married,Unknown,Blue,3,3,2,996,0.469,1454,43,0.433,0.187,1
438,M,High School,Single,$40K - $60K,Blue,5,2,2,794,0.807,3895,67,0.558,0.552,1
439,M,High School,Single,$80K - $120K,Blue,4,1,3,0,0.733,2047,46,0.533,0.0,1
440,M,College,Married,$80K - $120K,Blue,3,1,2,0,0.57,4136,65,0.912,0.0,1
441,M,Graduate,Married,$120K +,Blue,4,3,3,1666,0.613,1218,18,0.8,0.048,1
442,M,Uneducated,Married,$40K - $60K,Blue,5,1,3,881,0.846,3297,66,0.692,0.241,1
443,M,Unknown,Married,$40K - $60K,Blue,6,3,4,0,0.857,4251,60,0.714,0.0,1
444,F,Post-Graduate,Divorced,Unknown,Blue,6,3,1,2023,0.871,4486,77,0.974,0.238,1
445,M,Unknown,Single,Less than $40K,Blue,5,2,3,1549,0.778,3718,75,0.596,0.789,1
446,M,Graduate,Single,$60K - $80K,Blue,3,3,2,548,0.647,3710,70,0.458,0.097,1
447,M,Doctorate,Single,$60K - $80K,Blue,2,2,1,891,0.45,4498,96,0.574,0.498,1
448,M,College,Married,$120K +,Blue,2,3,0,2395,1.071,2311,48,0.714,0.098,1
449,F,High School,Single,Less than $40K,Blue,5,2,1,1237,0.61,4188,68,0.545,0.306,1
450,F,Uneducated,Married,Less than $40K,Blue,2,3,2,1139,1.025,4509,73,0.825,0.535,1
451,F,Graduate,Single,Unknown,Silver,6,2,2,673,0.721,2652,64,0.524,0.022,1
452,F,High School,Married,Less than $40K,Blue,6,1,1,2338,0.58,4717,70,0.628,0.794,1
453,M,Graduate,Divorced,$80K - $120K,Blue,2,1,2,1649,0.776,8074,84,0.647,0.068,1
454,M,Unknown,Married,$60K - $80K,Blue,6,3,0,1829,0.649,1562,44,0.913,0.318,1
455,M,Uneducated,Divorced,Less than $40K,Blue,4,3,2,1334,0.886,4501,67,0.675,0.493,1
456,M,Unknown,Married,$40K - $60K,Blue,4,3,2,2517,0.821,996,26,0.444,0.867,0
457,F,Graduate,Single,Less than $40K,Blue,4,3,3,1175,0.85,4606,75,0.875,0.606,1
458,M,Graduate,Single,$80K - $120K,Silver,1,2,3,0,0.742,7745,83,0.729,0.0,1
459,F,High School,Married,Unknown,Blue,4,3,2,2507,0.751,4501,64,0.641,0.477,1
460,F,High School,Single,Unknown,Blue,2,1,1,1157,0.965,4705,78,0.902,0.244,1
461,M,Uneducated,Single,$80K - $120K,Blue,5,2,4,2099,0.629,1233,26,0.857,0.061,1
462,F,Unknown,Married,Less than $40K,Blue,5,3,3,974,0.624,4170,73,0.553,0.48,1
463,F,Post-Graduate,Divorced,Less than $40K,Blue,5,2,3,1527,0.744,4741,86,0.72,0.72,1
464,M,Graduate,Married,$120K +,Blue,5,2,3,880,0.687,3491,64,0.455,0.025,1
465,M,College,Married,$60K - $80K,Gold,1,2,2,1064,0.796,8095,81,0.62,0.031,1
466,M,Graduate,Divorced,$80K - $120K,Silver,6,3,4,1384,0.887,4745,69,0.605,0.04,1
467,F,Graduate,Divorced,Less than $40K,Blue,6,6,3,0,0.565,3347,71,0.732,0.0,1
468,F,Graduate,Married,Less than $40K,Blue,2,4,3,2517,0.937,9495,61,0.605,0.481,0
469,M,High School,Married,$40K - $60K,Silver,3,2,1,1519,0.894,3355,66,0.886,0.09,1
470,M,High School,Married,$120K +,Blue,6,3,2,1682,0.577,4109,69,0.5,0.513,1
471,M,Post-Graduate,Married,$60K - $80K,Blue,5,3,3,2517,0.676,1845,40,0.739,0.326,1
472,M,College,Unknown,$60K - $80K,Blue,4,2,3,1823,0.811,2293,47,0.567,0.275,1
473,M,Graduate,Married,$80K - $120K,Blue,2,2,3,0,0.94,8549,73,0.78,0.0,0
474,F,Unknown,Single,Less than $40K,Blue,4,2,2,0,0.756,4692,91,0.596,0.0,1
475,M,High School,Married,$80K - $120K,Blue,5,3,2,668,0.552,1515,31,0.476,0.413,1
476,M,Graduate,Married,Less than $40K,Blue,4,4,2,2517,1.019,1658,32,1.462,0.932,1
477,F,College,Single,Unknown,Silver,2,3,3,0,0.399,1353,40,0.212,0.0,0
478,M,Unknown,Single,$80K - $120K,Blue,4,3,3,0,1.049,4859,64,0.524,0.0,0
479,F,Unknown,Married,Less than $40K,Blue,3,3,4,2198,1.546,2617,48,1.0,0.721,1
480,F,Doctorate,Single,Less than $40K,Gold,1,3,5,532,0.858,8356,68,0.478,0.035,0
481,M,High School,Single,Less than $40K,Blue,6,1,2,1047,0.971,4830,82,0.952,0.496,1
482,F,Uneducated,Single,Less than $40K,Blue,2,3,1,872,0.991,4426,76,1.111,0.353,1
483,M,College,Married,$40K - $60K,Blue,2,5,3,0,0.856,761,17,0.214,0.0,0
484,F,Graduate,Single,Less than $40K,Blue,5,2,4,1986,1.214,2449,27,0.038,0.487,0
485,M,Graduate,Single,$120K +,Blue,1,3,4,0,0.631,2066,46,0.769,0.0,0
486,F,College,Single,Less than $40K,Blue,4,4,2,1145,0.809,1954,42,1.333,0.659,1
487,F,High School,Unknown,$40K - $60K,Blue,4,3,3,0,0.601,2227,41,0.464,0.0,0
488,F,Post-Graduate,Unknown,Less than $40K,Blue,5,3,3,503,0.415,2334,51,0.594,0.206,0
489,M,Graduate,Married,$40K - $60K,Blue,2,3,3,906,0.676,1741,27,0.421,0.125,0
490,M,Post-Graduate,Married,$60K - $80K,Blue,4,1,4,929,0.773,2431,46,0.484,0.079,1
491,M,Uneducated,Single,$60K - $80K,Blue,4,3,3,0,0.502,2636,50,0.429,0.0,1
492,M,High School,Divorced,$80K - $120K,Blue,3,1,4,0,0.562,3656,88,0.76,0.0,1
493,F,Graduate,Married,Less than $40K,Blue,1,3,2,841,0.717,4360,95,0.696,0.414,1
494,M,Unknown,Single,$80K - $120K,Blue,1,3,2,1411,0.785,8444,81,0.688,0.367,1
495,M,Uneducated,Single,$120K +,Blue,5,2,2,1743,0.766,3906,68,0.659,0.564,1
496,F,High School,Single,$40K - $60K,Blue,5,3,1,2517,0.855,1371,23,0.917,0.814,1
497,M,Unknown,Married,$80K - $120K,Blue,3,1,4,1782,1.526,2051,36,1.0,0.424,1
498,F,Uneducated,Married,Unknown,Blue,5,3,2,905,0.645,4357,73,0.521,0.039,1
499,F,Unknown,Married,Less than $40K,Blue,5,3,1,0,0.892,5409,82,0.822,0.0,1
500,M,Unknown,Unknown,$120K +,Blue,6,2,2,1533,0.924,1603,29,0.526,0.044,1
501,M,Unknown,Married,$40K - $60K,Blue,3,2,4,1471,0.844,1931,48,0.371,0.163,1
502,M,High School,Married,$40K - $60K,Blue,5,1,2,2251,0.852,3942,65,0.625,0.895,1
503,F,Graduate,Single,Less than $40K,Blue,5,3,3,0,0.76,2249,61,0.564,0.0,1
504,M,College,Married,Less than $40K,Blue,6,3,3,658,0.627,1793,37,0.947,0.118,1
505,M,Graduate,Unknown,$60K - $80K,Blue,5,3,3,1770,0.545,4054,72,0.674,0.371,1
506,F,High School,Married,Less than $40K,Blue,5,2,1,1332,0.686,4253,81,0.884,0.561,1
507,M,Graduate,Unknown,$60K - $80K,Blue,3,2,4,1562,0.773,1881,49,0.815,0.368,1
508,M,Graduate,Married,$60K - $80K,Blue,2,3,5,0,0.713,2389,49,0.361,0.0,0
509,M,Unknown,Single,$80K - $120K,Blue,1,2,3,2267,1.232,15180,103,0.689,0.166,1
510,M,Uneducated,Unknown,$80K - $120K,Blue,1,3,1,1528,0.725,13360,97,0.796,0.06,1
511,M,High School,Married,$60K - $80K,Silver,4,4,3,511,0.681,797,14,0.273,0.015,0
512,F,High School,Divorced,Less than $40K,Blue,4,2,2,524,0.751,2180,46,0.643,0.355,0
513,F,Graduate,Divorced,Less than $40K,Blue,5,2,3,0,0.422,2015,33,0.269,0.0,0
514,M,Unknown,Married,$60K - $80K,Blue,1,1,2,1759,0.785,4033,76,1.0,0.178,1
515,M,High School,Unknown,$40K - $60K,Blue,6,1,2,1172,0.65,3121,60,0.395,0.134,1
516,F,Unknown,Single,$40K - $60K,Blue,3,3,2,0,0.684,2571,44,0.419,0.0,0
517,F,Graduate,Divorced,Less than $40K,Blue,5,4,3,1333,0.667,4485,61,0.694,0.389,1
518,F,Uneducated,Divorced,Unknown,Blue,5,2,3,0,0.56,4620,70,0.667,0.0,1
519,F,High School,Married,Less than $40K,Blue,6,1,1,1819,0.796,4475,66,0.692,0.613,1
520,M,Unknown,Married,$60K - $80K,Blue,4,4,4,1146,0.681,4558,90,0.636,0.299,1
521,F,High School,Unknown,Less than $40K,Blue,5,2,4,1127,0.765,4343,83,0.886,0.458,1
522,M,Uneducated,Married,$80K - $120K,Blue,5,6,3,2404,0.609,1511,35,0.207,0.078,1
523,F,Unknown,Single,Less than $40K,Blue,5,3,0,1940,0.823,4985,90,0.636,0.678,1
524,F,Post-Graduate,Single,Less than $40K,Blue,6,3,2,797,0.779,3265,74,0.574,0.374,1
525,F,Uneducated,Single,Unknown,Blue,1,1,2,1493,0.665,5063,83,0.93,0.208,1
526,F,Graduate,Married,Unknown,Blue,3,1,2,0,0.666,4375,81,0.688,0.0,1
527,M,Graduate,Married,$80K - $120K,Blue,4,3,2,0,0.904,2113,60,0.875,0.0,1
528,F,Unknown,Single,Less than $40K,Blue,6,3,3,238,0.64,2306,47,0.621,0.102,0
529,M,Unknown,Single,$40K - $60K,Blue,3,6,3,2517,0.807,2627,63,1.032,0.298,1
530,M,Graduate,Married,$40K - $60K,Blue,2,2,2,0,0.549,6439,63,0.75,0.0,0
531,F,High School,Unknown,Less than $40K,Blue,5,3,2,2284,0.673,4084,70,0.628,0.678,1
532,F,Graduate,Married,Less than $40K,Blue,5,4,1,0,0.796,3778,72,1.118,0.0,1
533,M,High School,Divorced,$80K - $120K,Blue,3,2,2,974,0.857,3778,83,0.694,0.053,1
534,F,Unknown,Married,Less than $40K,Blue,6,1,3,1294,0.924,4339,86,0.686,0.356,1
535,F,Unknown,Married,Unknown,Silver,1,1,2,992,1.139,15958,113,0.687,0.03,1
536,F,Graduate,Married,Unknown,Blue,6,2,2,2373,0.95,4921,81,0.62,0.312,1
537,F,Uneducated,Married,Less than $40K,Blue,3,3,0,701,0.819,4124,87,0.891,0.086,1
538,F,Graduate,Married,Less than $40K,Blue,5,3,4,914,1.099,1824,53,1.038,0.161,1
539,F,Graduate,Single,Less than $40K,Blue,3,2,3,1737,0.985,5859,82,0.783,0.338,1
540,F,Unknown,Married,Unknown,Blue,4,1,4,1580,0.44,1607,44,0.419,0.63,1
541,M,Graduate,Divorced,$120K +,Blue,3,2,2,770,0.736,2516,54,0.385,0.466,1
542,F,Doctorate,Married,Unknown,Blue,4,3,3,1186,0.616,4633,74,0.574,0.587,1
